Gene_ID	SUPeR-seqpool-split1	SUPeR-seqpool-split2	SUPeR-seqpool-split4	SUPeR-seqpool-split3	SUPeR-seqpool-split6	SUPeR-seqpool-split5	SUPeR-seqpool-split8	SUPeR-seqpool-split7	SUPeR-seqpool-split9	SUPeR-seqpool-split10
ENSG00000235568.2	0.00306874	0	0	0	0	0	0.00119718	0	0	0
ENSG00000265106.1	0	0	0	0	0	0	0	0	0	0
ENSG00000172250.10	0.351672	1.99978E-41	0.0452355	1.47807	6.2174	1.7699	0.0105592	0.0114602	0	2.68682E-19
ENSG00000189306.6	48.3175	53.8875	41.2402	102.127	54.1784	74.1053	60.7262	24.8013	37.8517	72.8829
ENSG00000100207.14	0.0267662	0	2.67997	0.000817347	0.0150559	0.00075462	0.000460651	0	0.00188557	0.108713
ENSG00000182057.4	0	0	0	0.149092	0	0	0	0	0	0
ENSG00000233903.2	0	0	0	0	0	0	0	0	0	0
ENSG00000273366.1	0	0	0	0	0	0	0	0	0	0
ENSG00000270022.2	0.376649	0	0	0	0	0	0	0	0	0
ENSG00000183569.13	3.08597E-24	0	0	0.785464	0.897843	0.0112286	1.86759E-20	0	0	1.09227E-15
ENSG00000182841.8	11.1722	6.88438	10.6921	20.3463	7.48581	12.3558	13.2094	8.49839	10.8673	19.6765
ENSG00000202058.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251913.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100227.13	2.88633	21.6884	32.8435	10.2282	26.6097	16.0522	1.02717	4.24699	53.6921	7.9108
ENSG00000196419.8	182.937	117.034	100.232	183.274	162.926	190.828	122.617	202.525	163.861	165.097
ENSG00000200332.1	0	0	0	0	0	0	0	0	0	0
ENSG00000200448.1	0	0	0	0	0	0	0	0	0	0
ENSG00000184983.5	65.2071	266.642	196.354	150.93	180.623	123.157	127.905	112.814	154.147	220.58
ENSG00000270083.1	0	0	0	0	0	0	0	0	0	0
ENSG00000213790.2	125.98	109.17	55.4276	97.3189	61.9966	28.6612	91.3205	57.9439	48.363	61.1457
ENSG00000100197.16	0	0	0	0	0	0	0	0	0	0
ENSG00000232710.1	0.048789	0	0	9.12382E-39	0	0	0	0	0	0
ENSG00000237037.5	2.74644E-137	29.3634	0.00269584	0.326233	0.0160431	0.490788	0.0118399	0.00452032	1.09942E-93	0.0170433
ENSG00000227370.1	0	0	0	0	0	0	0	0	0	0
ENSG00000128274.11	0.0109752	0	0	0	0	0	0	0.0604116	0	0
ENSG00000229608.1	0	0	0	0	0	0	0	0	0	0
ENSG00000234735.1	0	0	0	0	0	0	0	0	0	0
ENSG00000234009.1	211.529	228.849	188.486	283.128	230.294	178.374	244.813	207.19	204.585	247.875
ENSG00000100290.2	0	0	0	0	0	0	0	0	0	0
ENSG00000100294.8	7.97318	2.56159	0	0.247273	0.0594305	47.497	2.87541	10.9859	0	23.8655
ENSG00000230319.1	0.00300363	0	0	2.22728E-143	0	0	0	0	0	0
ENSG00000100271.12	0.00877168	0	0	42.4155	0	0.000348143	0	0	0	0
ENSG00000100304.12	7.18959	20.472	4.10126	61.4404	24.262	44.5124	30.1797	14.3103	7.4337	28.7936
ENSG00000236117.1	0	0	0	0	0	0	0.00680418	0	0	0
ENSG00000100300.13	127.917	55.1159	137.479	91.3259	116.255	138.055	48.3801	35.3575	65.5895	111.58
ENSG00000186732.9	0.00329829	0	0	0	0	0	17.3849	0	0	0.277244
ENSG00000159307.14	0.00435441	0	0	0	0	0	0	0.562706	0	0
ENSG00000236272.1	0	0	0	0	0	0	0	0	0	0
ENSG00000234892.1	0	0	0	0	0	0	0	0	0	0
ENSG00000203527.2	0	0	0	0	0	0	0	0	0	0
ENSG00000100243.16	123.828	98.4117	32.1261	281.779	99.0233	134.593	25.8861	205.238	173.645	208.477
ENSG00000249222.1	2.26513	2.87279	3.59716	1.35039	1.06088	1.33343	1.51481	2.09277	2.01652	1.9392
ENSG00000261251.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100341.7	0	0	0	0	0	0	0	0	0	0
ENSG00000266837.1	0	0	0	0	0	0	0	0	0	0
ENSG00000130540.9	2.22678	0	0	0	0	0	0	0	0	0
ENSG00000138964.12	0.0137076	0	0	0	0	0	0	0	0	0
ENSG00000242247.6	3.82602	0	0.0913234	12.9113	10.3114	35.781	0.118695	11.7694	0	8.65222
ENSG00000100266.13	0.0558734	0.00254421	0.000707866	0	0	0.000461291	0.0566243	0.374279	0.182694	0
ENSG00000226989.1	0	0	0	0	0	0	0	0	0	0
ENSG00000220702.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236079.1	0	0	0	0	0	0	0	0	0	0
ENSG00000232655.1	0	0	0	0	0	0	0	0	0	0
ENSG00000138944.7	0.0242261	0	0	0	0	0	1.66679	0	0	0
ENSG00000228807.1	0	0	0	0	0	0	0	0	0	0
ENSG00000187012.6	0	0	0	0	0	0	0	0	0	0
ENSG00000215333.3	0.0813845	0.859601	0.353103	0	0	0.087462	0.179502	0.413275	0.138355	0.0375776
ENSG00000188636.3	2.78119	2.78221	0	10.6265	5.46454	27.7716	4.79257	14.0776	22.9366	0
ENSG00000234300.1	0	0	0	0	0	0	0	0	0	0
ENSG00000231801.2	0	0	0	0	0	0	0	0	0	0
ENSG00000223843.3	0.00941746	0	0	0	0.00526388	0	0	0	0.0930994	0
ENSG00000180150.5	0	0	0	0	0	0	0	0	0	0
ENSG00000186976.10	0.0780532	0.0676895	0.0733127	0.113936	0.0847829	0.0808204	0.12974	0.133542	37.0857	1.54467
ENSG00000233157.1	0	0	0	0	0	0	0	0	0	0
ENSG00000226328.2	0.00520281	0	0	0	0	0	0	0	0.00566414	75.5974
ENSG00000273243.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100344.6	0.0449079	0.0293135	0.0470687	0.116098	0.0533049	0.0785434	0.0491273	0.0465513	0.0684124	0.0383447
ENSG00000100347.10	22.1371	45.3068	135.545	12.5433	33.1244	56.8199	135.204	115.001	8.85975	106.65
ENSG00000224856.2	1.2949	4.51722	1.53851	9.53484E-72	8.98652E-88	1.76138E-86	3.48848	1.62052	1.87416	4.58749
ENSG00000188677.10	11.8481	1.26214	0.473829	0.332818	0	0.101519	5.10028E-05	3.43199	0	1.98802
ENSG00000273287.1	0	0	0	0	0	0	0	0	0	0
ENSG00000213752.3	0	0	0	0	0	0	0	0	0	0
ENSG00000056487.11	0.00740863	0	0	0	0.0327441	0	0	23.8909	0	0
ENSG00000230922.1	0	0	0	0	0	0	0	0.0974067	0	0
ENSG00000223730.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100364.14	0.0806212	12.8305	5.62065	12.9362	0	0.686683	0.754521	14.297	0.482804	10.0741
ENSG00000221598.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100373.5	0	0	0	0	0	0	0	0	0	0
ENSG00000128408.7	0	0	0	0	0	0	0	0	0	0
ENSG00000077935.12	0.00687247	0	0	0	0	0	0	0	0	0
ENSG00000100376.7	0	0	0	0	23.4234	0.00422405	0.144293	3.85849	0	12.0648
ENSG00000232363.1	0.524555	0	0	0	0	0	0	0	0	0
ENSG00000251985.1	0	0	0	0	0	0	0	0	0	0
ENSG00000238120.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235091.1	0	0	0	0	0	0	0	0	0	0
ENSG00000188064.5	0.00280913	0	0	0	0	0	0	0	0	0
ENSG00000265610.1	0	0	0	0	0	0	0	0	0	0
ENSG00000093000.14	8.09656	30.6698	9.54543	30.0682	22.4396	0.0276494	15.4129	0	42.8168	23.9735
ENSG00000273353.1	0	0	0	0	0	0	0	0	0	0
ENSG00000186654.16	0.00818063	0	7.32794	44.7099	38.7782	0	0	0	0	8.1674
ENSG00000248405.5	0.00121482	0	0.000345047	3.08823E-57	0.531867	0	0.0603282	0	0	4.48464
ENSG00000241484.5	0.00122351	0	0.000461236	0.307375	27.5981	0	0.119267	0	0	53.1409
ENSG00000273145.1	0	0	0.531893	0	0	0	0	0	0	2.83864
ENSG00000231711.2	0	0	0	0	0	0	0	0	0	0
ENSG00000077942.13	0.00643805	0	7.56151	10.7898	12.9208	6.95906	31.7245	1.68192	0.0860214	2.42508
ENSG00000130943.5	0	0	0	0	0	0	0	0	0	0
ENSG00000205643.6	11.4123	0	0	92.9876	0.291458	5.14303	0.727972	125.144	16.9694	11.1045
ENSG00000186951.12	0.0102457	9.42356	3.00831	0	0.0554683	0.00148792	0.796759	0	0	0
ENSG00000075218.14	0.00938805	0	8.48345	16.4203	10.8999	12.985	15.1595	0.0961009	19.1477	0.381673
ENSG00000075234.12	14.6878	2.60415	5.3869	18.4256	0.0910856	0	0	0	38.0309	0
ENSG00000234869.1	0	0	0	0	0	0	0	0	0	0
ENSG00000182257.5	0	0	0	0	0	0	0	0	0	0
ENSG00000231010.1	0	0	0	0	0	4.53038E-20	0	0	0	0
ENSG00000235159.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273289.1	0	0	0	0	0	0	0	0	0	0
ENSG00000241990.1	0	0	0	0	0	48.7308	0	0	0	0
ENSG00000197182.8	0.0106181	0	0	0	0	9.37126E-36	0	0	0	0
ENSG00000266533.1	0	0	0	0	0	0	0	0	0	0
ENSG00000198986.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264147.1	0	0	0	0	0	0	0	0	0	0
ENSG00000207875.1	0	0	0	0	0	0	0	0	0	0
ENSG00000075240.12	0.0107354	0	0	0	0	0	2.43752	20.5053	0	0.974959
ENSG00000100422.9	0.0755086	7.48921	80.1727	0.0354774	29.8983	14.6187	40.8294	33.2762	52.0474	47.4761
ENSG00000260708.1	19.311	0	0	0	40.7303	0	0	0	44.0019	0
ENSG00000224715.1	0.00572608	0	0	0	0	0	0	0	0	0.000780181
ENSG00000075275.12	0.0722279	0	0.0793625	0	0.033593	0.429112	41.6643	0.359543	0	4.43266
ENSG00000230634.1	0	0	0	0	0	0	0	0	0	0
ENSG00000205634.2	0	0	0	0	0	0	0	0	0	0
ENSG00000218357.3	0.00620977	0	0	0	0	0	0	0	0	0
ENSG00000130638.11	226.366	668.153	275.989	592.206	983.16	401.675	587.553	282.451	678.847	712.483
ENSG00000264160.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235347.1	0	0	0	0	0	0	0	0	0	0
ENSG00000230345.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235154.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100416.8	26.139	44.2329	109.501	47.3643	8.8877	74.2833	101.064	112.552	39.9896	7.45742
ENSG00000238192.1	0	0	0	0	0	0	0	0	0	0
ENSG00000266508.1	0	0	0	0	0	0	0	0	0	0
ENSG00000233179.1	0.0761361	0	0	0	0	0	0	0	0	0
ENSG00000229275.1	0	0	0	0	0	0	0	0	0	0
ENSG00000226142.2	0	0	0	0	0	0	0	0	0	0
ENSG00000205632.2	0.0498766	0	0	0	0	0	0.0194887	0	0	0
ENSG00000226954.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223142.1	0	0	0	0	0	0	0	0	0	0
ENSG00000214727.2	0	0	0	0	0	0	0	0	0	0
ENSG00000224271.1	0.00567898	0	0	0	0.000965376	0.000618596	0	0.00120189	0	0
ENSG00000232897.2	0	0	0	0	0	0	0	0	0	0
ENSG00000260613.1	0	17.2409	0	0	0	0	0	0	0	0
ENSG00000100425.14	0.397264	0	0	0	14.2079	0.0554633	0.0662504	0.166846	1.90763	0.694262
ENSG00000236867.1	0	0	0	0	0	0	0	0	0	0
ENSG00000229409.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100426.6	8.8579	13.1842	13.3909	2.64751	13.5659	5.48137	2.60055	7.81398	9.12278	30.6107
ENSG00000198355.4	1.71737	16.2683	8.16016	2.81069	12.7248	0.129279	34.0185	11.5616	13.2463	39.7891
ENSG00000188263.6	0	0	0	0	0	0	0	0	0	0
ENSG00000054611.9	0.493211	0	0	41.9986	6.01531	0	13.0558	0	42.0448	0.117104
ENSG00000221672.1	0	0	0	0	0	0	0	0	0	0
ENSG00000188511.8	20.6852	0	0	0.000665417	4.04307E-05	0	0.000245863	0.000138423	0	8.01929E-05
ENSG00000264139.1	0	0	0	0	0	0	0	0	0	0
ENSG00000213279.2	0	0	0	0	0	0	0	0	0	0
ENSG00000235111.1	0	0	0	0	0	0	0	0	0	0
ENSG00000212939.2	0	0	0	0	0	0	0	0	0	0
ENSG00000182858.9	9.34554	2.79452E-17	11.0178	0	9.41953E-26	3.79749	2.08955	30.275	32.6496	9.61366
ENSG00000273192.1	9.63349	12.7913	9.12529	0	2.81473	8.78169	1.26393	12.0847	4.23748	4.57517E-26
ENSG00000184164.10	2.14612	101.754	17.9291	0.151536	57.6705	76.8054	38.0618	20.5774	0	26.0764
ENSG00000138892.7	0.0114591	0	0	0	2.21273	0.00665528	0.00149018	0	0	0.00468369
ENSG00000219438.4	0.270978	0	0.000351742	0.000412827	0	0	0	0	0	0
ENSG00000266887.1	0	0	0	0	0	0	0	0	0	0
ENSG00000219016.3	0.0138662	0	0	0	0	0	0	0	0	0
ENSG00000251912.1	0	0	0	0	0	0	0	0	0	0
ENSG00000073150.9	0	0	0	0	0	0	0	0	0	0
ENSG00000100427.11	0.00604454	0	0	0	0	0	0	0	0	0
ENSG00000073146.11	0.00665593	0	0	0	0	0.00193311	0	0	0	0
ENSG00000128159.7	0.0631169	2.66997	0	0	3.14671	0	0	0.0354561	0	0
ENSG00000185386.10	0	0	0	0	0	0	0	0	0	0
ENSG00000073169.9	10.504	52.8915	0	1.51373	22.5789	26.0643	0	8.22861	0	0
ENSG00000272836.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273137.1	0	5.61751E-18	0	0	0	3.36219E-54	0	0	0	0
ENSG00000205593.7	0	2.23347	0	0	0	0	0	0	0	0
ENSG00000227484.1	0	0	0	0	0	0	0	0	0	0
ENSG00000128165.7	0	0	0	0	0	0	0	0	0	0
ENSG00000100316.11	1881.66	1741.71	1559.9	1325.28	1712.41	1681.63	1659.13	1872.92	1705.14	1519.23
ENSG00000209480.1	0	0	0	0	0	0	0	0	0	0
ENSG00000209482.1	0	0	0	0	0	0	0	0	0	0
ENSG00000263764.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100253.8	0	0.756953	0	0	0	0	0	0	0	0
ENSG00000170638.5	29.9293	15.5464	0.390227	1.10424	3.74633	24.952	0.734648	31.4283	24.1389	6.35436E-05
ENSG00000273188.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273253.1	20.1307	8.52583E-26	0.820437	2.32838E-92	2.04859	7.77583E-42	49.8357	4.94589e-312	0	3.85769
ENSG00000196576.10	0.115266	0	1.28265	12.5966	0	7.53665	0	0.161659	29.8731	6.29829
ENSG00000268427.1	0	0	0	0	0	0	0	0	0	0
ENSG00000272666.1	0	0	0	0	0	0	0	0	0	0
ENSG00000273272.1	0	0	0	0	0	0	0	0	0	0
ENSG00000226738.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100429.13	0	0	0	0	0	0	0	0	0	0
ENSG00000188130.9	46.35	27.1371	24.5161	0	45.5004	26.3037	1.38077	0.111458	90.3491	3.2111
ENSG00000130487.4	0	0	0	0	0	0	0	0	0	0
ENSG00000217442.3	0	0	0	0	0	0	0	0	0	0
ENSG00000100258.13	35.9563	0	0	0.0740673	3.74016	42.2362	5.10985	13.8828	24.5249	25.874
ENSG00000212569.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100299.13	0	0	0	0	0	0	0	0	0	0
ENSG00000225929.1	0	0	0	0	0	0	0	0	0	0
ENSG00000130489.8	16.3113	43.8768	65.3735	8.00491	10.0533	45.8568	3.24594	50.9328	29.0335	0.277786
ENSG00000025708.8	0	0	0	0	0	0	0	0	0	0
ENSG00000177989.9	0	0	0	0	0	0	0	0	0	0
ENSG00000272821.1	7.61149E-89	7.14153E-56	7.35994E-51	4.92013E-37	0	2.64769E-23	1.64655E-305	2.8416E-49	2.13915E-25	4.14125
ENSG00000100312.6	0	0	0	0	0	0	0	0	0	0
ENSG00000254499.1	0	0	0	0	0	0	0	0	0	0
ENSG00000251322.3	0.530151	0	0	0	0	0	0	0	0.12537	0
ENSG00000206841.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223587.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224918.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100239.11	4.37049	1.0192	2.25112	0	6.28685	1.04634	20.7225	48.1567	40.6611	16.8134
ENSG00000242463.2	0	0	0	0	0	0	0	0	0	0
ENSG00000238604.1	0	0	0	0	0	0	0	0	0	0
ENSG00000100241.16	6.79341	0.170988	13.9052	0.224043	0.0806499	0	0.696487	23.7901	0	49.0419
ENSG00000025770.14	69.4141	41.9287	40.9392	35.8504	52.6175	13.511	40.0107	18.0834	28.1121	12.9686
ENSG00000224239.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235158.1	0.0348403	0	0	0	0	0	0	0	0	0
ENSG00000244169.2	0	0	0	0	0	0	0	0	0	0
ENSG00000205560.8	2.02684	9.0966E-126	2.62697	0	0	0	0	0	0	0
ENSG00000254413.4	1.18033E-30	4.92929E-36	2.8026E-06	0	0	0	0	0	0	0
ENSG00000100288.15	0	26.7053	0.72215	0	0.00484878	0	0	0.0120802	0	0
ENSG00000205559.3	0.473088	0	0	0	0	0	0	0	0	0
ENSG00000272940.1	0	0	0	0	0	0	0	0	0	0
ENSG00000008735.10	0	4.86324	1.54549	0	0	0	0	27.7309	15.809	0
ENSG00000184319.11	66.0892	43.1923	119.196	66.2212	23.6622	65.2835	178.689	7.31091	162.757	43.1786
ENSG00000079974.13	0	10.3838	1.79897	0	2.41864	0	0	3.99333	0.0808478	0.332161
ENSG00000184423.5	0.349437	0	0.58174	0	0.703155	0	0	0	0	0
ENSG00000214074.3	0	0	0	0	0	0	0	0	0	0
ENSG00000214073.2	0	0	0	0	0	0	2.06863	0	0.369719	0
ENSG00000223040.1	0	0	0	0	0	0	0	0	0	0
ENSG00000225044.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224957.1	0.0114066	0.000860585	3.73141E-05	0.001017	0.000528494	0.00165771	0.000272364	0.00337271	0.00193626	0.00123169
ENSG00000238075.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224318.1	0	0	0	0	0	0	0	0	0	0
ENSG00000252017.1	0	0	0	0	0	0	0	0	0	0
ENSG00000231660.1	0	0	0	0	0	0	0	0	0	0
ENSG00000234661.2	0.0181118	0	0	0	0	0	0	0	0	0
ENSG00000134121.5	0.0684914	0	0	0	0	0	2.91393E-05	0.00126474	0	0
ENSG00000091181.15	0.00279444	0	0	0	0	0	0	0	0	0
ENSG00000253049.1	0	0	0	0	0	0	0	0	0	0
ENSG00000134115.8	0.00973089	9.16557E-05	5.10009E-05	4.3533E-05	3.15205E-05	0.000518417	0.000132607	0.000431664	0.000381956	5.20996E-05
ENSG00000232563.1	0	0	0	0	0	0	0	0	0	0
ENSG00000213683.3	184.204	134.074	192.342	201.452	91.7552	125.681	75.4002	108.355	139.047	262.624
ENSG00000223036.1	0	0	0	0	0	0	0	0	0	0
ENSG00000231249.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235831.2	0.00799427	0.00213959	0	0.00212833	0.000759615	0	0.000976332	0.00749897	0.00424775	0
ENSG00000134107.4	10.9608	1.34298	0	0	1.60266	0	0.0192048	0	2.0865	31.8018
ENSG00000230182.1	0	0	0	0	0	0	0	0	0	0
ENSG00000072756.12	60.7876	0.0589213	8.01143E-196	0.0771373	22.3707	37.196	0.0320507	18.7041	20.5229	34.1416
ENSG00000271870.1	0	0	0	0	0	14.5209	0	0	0	0
ENSG00000113851.9	0.645459	59.3198	85.4167	23.3306	73.541	11.9267	0.0691986	33.9537	32.6267	93.4711
ENSG00000224082.1	0	0	0	0	0	0	0	0	0	0
ENSG00000223727.2	0.008016	0	0	0.000396202	0	0	0.000164575	0.000398816	0	0
ENSG00000207283.1	0	0	0	0	0	0	0	0	0	0
ENSG00000237566.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265180.1	0	0	0	0	0	0	0	0	0	0
ENSG00000241227.2	0	0	0	0	0	0	0	0	0	0
ENSG00000268509.1	0	0	0	0	0	0	0	0	0	0
ENSG00000134109.6	0	0.0773565	0.80331	0	2.54082	0	6.97298	0.0228096	9.66213	0
ENSG00000230944.1	0	0	0	0	0	0	0	0	0	0
ENSG00000134108.8	22.8763	60.5058	188.996	17.1384	77.2538	34.4356	19.003	50.2115	46.7905	38.2258
ENSG00000233912.1	1.07397E-09	2.49631E-09	3.57673E-144	3.3983E-17	0.00389212	1.18261E-12	0.00225937	4.92224E-25	0.00625983	0.013917
ENSG00000229642.1	0.0059162	0	0	0.000926	0	0	3.49677E-05	0	0.0012524	0
ENSG00000226022.1	0.00784214	0	5.85076E-05	0.00120169	0.00128122	0	0	0.00123403	0.00159211	0.00194245
ENSG00000232958.1	0	0	0	0	0	0	0	0	0	0
ENSG00000150995.13	1.68064	0	0.000358653	0.000841877	0	0	0.000220157	0	0	4.05498
ENSG00000235947.1	0	0	0	0	0	0	0	0	0	0
ENSG00000235978.2	0.0136375	0	0	0	0	0	0.788157	0	0	0
ENSG00000239126.1	0	0	0	0	0	0	0	0	0	0
ENSG00000144619.10	0.00889962	0	2.64991E-05	2.22153E-05	0.000187664	2.31261E-05	0.000134158	0.000186903	0	0.000203027
ENSG00000230398.1	0	0	0	0	0	0	0	0	0	0
ENSG00000227588.2	1.96413E-12	0	0	0	0	0	0	0	0	0
ENSG00000225310.1	0	0	0	0	0	0	0	0	0	0
ENSG00000237990.2	1.61955E-06	0	0	0	0	0	0	0	0	0
ENSG00000269975.1	0	0	0	0	0	0	0	0	0	0
ENSG00000144455.9	0.0107461	0.00315417	0.000227869	0.000646068	0.000457215	0.000202513	0.000760162	0.00224976	0.00168929	0.000339233
ENSG00000229241.1	0	0	0	0	0	0	0	0	0.081579	0
ENSG00000234325.1	0	0	0	0	0	0	0	0	0	0
ENSG00000175928.5	2.66789E-15	0	0	0	0.0061006	0	0	1.12318E-69	0	0
ENSG00000170364.8	0.000750753	0	0	9.79727	0	0	0.00365805	66.4199	0	4.77615
ENSG00000156959.7	0.00664636	0	0	0	0	0	0	0	0	0
ENSG00000235338.1	0.091332	0	0	0	0	0	0	0	0	0
ENSG00000144550.8	0.00614037	0.00882977	0	0.144184	0.0333983	0.0267412	0.0071872	0.0208002	0.213914	0.0150595
ENSG00000163719.14	12.3315	9.25383	0	23.2975	20.2881	0.0610736	1.62688	15.9061	0	58.4184
ENSG00000156983.11	8.81984	16.0887	21.0635	0	15.8822	9.93807	12.006	0.0994426	5.46302	8.19735
ENSG00000187288.6	0.0119402	0	0	0.0112167	0	0	0	0	0	0
ENSG00000227110.2	0.0068796	0.000316124	0.000305315	0.000640119	0.000327933	0.000457193	0.000334369	0.00138958	0.000441233	0.00044028
ENSG00000266293.1	0	0	0	0	0	0	0	0	0	0
ENSG00000253081.1	0	0	0	0	0	0	0	0	0	0
ENSG00000231401.1	0.22046	0	0	0	0	0	0	0	0	0
ENSG00000224884.1	0.00978037	0	0	0	0	0	0	0.00563398	0	0
ENSG00000228351.1	0	0	0	0	0	0	0	0	0	0
ENSG00000071282.7	9.56865	0.141688	0	0	0	0	0	0	0	0
ENSG00000237697.2	0	0	0	0	0	0	0	0	0	0
ENSG00000163701.14	0	0	0	0	0	0	0	0	0	0
ENSG00000171135.10	43.9503	93.9861	62.7998	22.3758	39.1032	17.2882	66.4318	50.0345	29.4823	26.4529
ENSG00000125046.10	0.0078216	0.00303476	0.000591057	0	0.000287001	0	0.0446672	0.00237545	0.00198639	0
ENSG00000264097.1	0	0	0	0	0	0	0	0	0	0
ENSG00000180914.6	0	0	0	0	0	0	0	0	0	0
ENSG00000070950.5	0.225044	0	20.4018	0.0793293	19.549	0	0.0109857	14.837	0.0001021	0
ENSG00000215160.2	0	0	0	0	0	0	0	0	0	0
ENSG00000265330.1	0	0	0	0	0	0	0	0	0	0
ENSG00000266275.1	0	0	0	0	0	0	0	0	0	0
ENSG00000265169.1	0	0	0	0	0	0	0	0	0	0
ENSG00000182533.6	1.34755E-07	0	0	0	0	0	0	0	0	0
ENSG00000266778.1	0	0	0	0	0	0	0	0	0	0
ENSG00000199815.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163703.13	0.0139906	0	0	0	0.00951058	0.0132842	0	13.6991	0.238544	0
ENSG00000269894.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163704.7	4.06455	1.94692	1.9976	0	0	0	0	0	0	0
ENSG00000230082.1	1.45959E-33	0	0	0	0	0	0	0	0	0
ENSG00000186162.6	21.6535	0.37345	65.8298	0.245587	84.558	0	0.120225	57.6353	24.9255	72.7804
ENSG00000163702.14	0.00973286	0.404563	4.25044	0	0	0	0	0	0	0
ENSG00000212327.1	0	0	0	0	0	0	0	0	0	0
ENSG00000189229.10	0.00378472	0	0.000104541	0.0309562	8.39924E-05	3.89322E-08	0	0	0.033275	0
ENSG00000223719.1	0	0	0	0	0	0	0	0	0	0
ENSG00000196277.11	0.00974872	0.000235157	1.45395E-05	0.000172579	0.000183471	0.000368198	0.000239802	0.000454563	0.00025819	0.000250373
ENSG00000226258.2	0.00512662	0.000443078	0.000366877	0.000143069	2.01608E-14	0.000399602	0.000495444	0.000388209	0.00109866	0.0028045
ENSG00000236152.1	12.3723	14.5043	68.656	34.368	6.85108	36.9274	42.3682	40.9135	31.4652	21.1358
ENSG00000237665.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236202.1	1.83211E-08	0	0	0.00352278	0	0	0	0	0	0
ENSG00000270207.1	0	0	0	0	0	0	0	0	0	0
ENSG00000238642.1	0	0	0	0	0	0	0	0	0	0
ENSG00000134086.7	0.136378	0.65148	5.87314	16.7694	0.48193	0.672892	0	0	7.60731	0
ENSG00000238345.1	0	0	0	0	0	0	0	0	0	0
ENSG00000134070.4	5.83099	0.0704649	16.9061	0.0460785	0.0665716	0	0	0.000911764	0.00439667	0
ENSG00000222348.1	0	0	0	0	0	0	0	0	0	0
ENSG00000269982.1	0	0	0	0	0	0	0	0	0	0
ENSG00000180385.4	0.52781	0	0.0482995	3.1941	0.0408554	1.82037E-122	2.18698E-78	0.250612	0	0
ENSG00000125037.8	3.19181	8.03517	20.5785	97.773	32.7398	91.8085	53.6095	54.0486	1.36375	2.77001
ENSG00000232901.1	0	0	0	0	0	0	0	0	0	0
ENSG00000206567.5	0	0	0	6.9892E-18	0	0.10344	0.689164	0	0	0
ENSG00000254999.2	406.904	227.471	292.655	354.548	261.335	188.918	294.508	380.019	492.3	216.062
ENSG00000226567.1	0.0604537	0	0	0	0	0	0	0	0	0
ENSG00000230599.2	0	0	0	0	0	0	0	0	0	0
ENSG00000132164.5	2.05416	0.00367411	0.00102226	0.00119976	0.745224	0.00111321	1.02174	0	0.189153	0.00156638
ENSG00000144554.6	13.0166	29.2874	0.361726	0.0138675	30.0128	75.4842	8.76944	0.400151	0.434454	11.1429
ENSG00000201182.1	0	0	0	0	0	0	0	0	0	0
ENSG00000229217.1	0	0	0	0	0	0	0	0	0	0
ENSG00000163705.8	0	2.17488E-10	0	0	0	0.0057548	0.00243402	0	1.90254E-31	0.0704758
ENSG00000157103.6	0.0372778	0	0	0	0	0	0	0	0	0
ENSG00000232287.2	0	0	0	0	0	0	0	0	0	0
ENSG00000157087.12	0.0190114	0	0	0.000388562	0	0	0	0	0.000450457	4.2275E-05
ENSG00000216135.1	0	0	0	0	0	0	0	0	0	0
ENSG00000236999.1	0	0	0	0	0	0	0	0	0	0
ENSG00000224771.1	0	0	0	0	0	0	0	0	0	0
ENSG00000264534.1	0	0	0	0	0	0	0	0	0	0
ENSG00000239167.1	0	0	0	0	0	0	0	0	0	0
ENSG00000196639.6	0.011322	0	0	0	0	0.00109619	0	0	0	0
